"","gene","beta","sd","pval","pval_anova","cov","varexp","singular","beta_norm"
"Ralyl","Ralyl",0.0289395587086023,0.0125626318598094,0.0321054064916069,0.0321054064916069,0.000157819719245099,0,TRUE,0.0110894405302187
"Ramac","Ramac",1.33672418843753,0.581243248860672,0.0323630320572065,0.0323630320572065,0.33784371434611,0,TRUE,0.0159512727695783
"Rap1gap2","Rap1gap2",13.9448364079311,2.60507766151844,0.0117165687045542,0.0117165687045542,6.78642962254238,0.334400739227625,FALSE,0.062823307409491
"Rap2a","Rap2a",1.45426544488962,0.235478368813955,4.93423450213247e-06,4.93423450213244e-06,0.0554500621792808,0,TRUE,0.0163882452320792
"Rap2b","Rap2b",5.5864691051792,1.92321887150724,0.00876062757241344,0.00876062757241344,3.69877082772159,0,TRUE,0.031750163791529
"Rapgef4os1","Rapgef4os1",-0.0349112405489015,0.0157169671045018,0.0380422984905207,0.0380422984905207,0.000247023054963993,0,TRUE,0.0108520682081386
"Rapgef4os2","Rapgef4os2",-0.748811252119956,0.199269874294343,0.0297920062417738,0.0297920062417738,0.0397084828012832,0.34779475456433,FALSE,0.00819806691997949
"Rapgef5","Rapgef5",0.0666739752532883,0.027907142775561,0.0268555877778232,0.0268555877778232,0.000778808617895545,0,TRUE,0.0112297223462909
"Raph1","Raph1",5.48260499526258,0.88313258229588,0.00507403436817819,0.00507403436817819,0.779923157912589,0.25914822581777,FALSE,0.031364037615532
"Rasgef1a","Rasgef1a",1.02089623029322,0.12622044203477,0.013141748918796,0.013141748918796,0.0159315999874527,0.0746922647753961,FALSE,0.0147771478302787
"Rasgrf2","Rasgrf2",-0.654454257784442,0.192717882411663,0.0482355907130321,0.0482355907130321,0.0371401822012354,0.0469693874523633,FALSE,0.00854884935513045
"Rasl12","Rasl12",7.08541863038172,1.44620420914781,0.00949732285016153,0.00949732285016153,2.09150661455683,0.596370229043061,FALSE,0.0373226724149966
"Rassf8","Rassf8",0.0717660914987399,0.0301956557613455,0.0275659881504339,0.0275659881504339,0.000911777626857678,0,TRUE,0.0112486528447584
"Rbm11","Rbm11",0.358764374147663,0.081062321048129,0.0392135338108445,0.0392135338108445,0.00657109989370993,0.0457226253630981,FALSE,0.0123156003156986
"Rbm41","Rbm41",1.05155156189225,0.451266557957299,0.0303786594883239,0.0303786594883239,0.203641506330628,0,TRUE,0.0148911123746602
"Rbmx2","Rbmx2",0.45230596048238,0.213434146356872,0.0467841778580876,0.0467841778580876,0.0455541348310866,0,TRUE,0.0126633513825212
"Rbpms","Rbpms",4.19193225343941,0.47524100606486,0.0222750020603715,0.0222750020603715,0.22585401384554,0.142810989472791,FALSE,0.0265658206889734
"Rcan2","Rcan2",0.0807901196304928,0.0209461902715319,0.000982603736604732,0.000982603736604732,0.000438742886891218,0,TRUE,0.0112822006552329
"Rcl1","Rcl1",-2.76479078790304,0.783979738307862,0.00212031968109517,0.00212031968109517,0.614624230077264,0,TRUE,0.000703442745514593
"Rdh13","Rdh13",-2.01646298671469,0.531906563738569,0.00114631795930085,0.00114631795930085,0.282924592548173,0,TRUE,0.00348543310288774
"Reck","Reck",3.38890940660513,0.995538591464334,0.0453916327213734,0.0453916327213734,0.991097087094789,0.318885566695242,FALSE,0.0235804955238574
"Reep5","Reep5",20.4054726154018,3.60688420792552,0.00762882045927075,0.00762882045927075,13.0096136893825,0.253847351202589,FALSE,0.0868414283494552
"Repin1","Repin1",1.26833655342999,0.304791493992756,0.0336557042496533,0.0336557042496533,0.0928978548103364,0.257461068498818,FALSE,0.0156970342649383
"Retreg1","Retreg1",-4.33224586693144,1.17570808998998,0.0427556754070473,0.0427556754070473,1.3822895128679,0.047284240806602,FALSE,-0.00512374275868277
"Rexo2","Rexo2",-4.07126559383757,1.38725921295096,0.00819212238232609,0.00819212238232609,1.92448812391731,0,TRUE,-0.00415352008078829
"Rfc2","Rfc2",7.43202316722715,1.6549947930675,0.000223582744224946,0.000223582744224946,2.73900776508053,0,TRUE,0.0386112126480262
"Rfx1","Rfx1",-2.53097796044643,0.909053082453643,0.0114501279658013,0.0114501279658013,0.82637750671847,0,TRUE,0.00157266747614937
"Rgl1","Rgl1",1.36761401084908,0.229506675627481,0.00881575126669505,0.00881575126669505,0.052673314157578,0.260842917500197,FALSE,0.016066109059174
"Rgl3","Rgl3",0.123042059254758,0.0450036000798515,0.0127869307763388,0.0127869307763388,0.00202532402014721,0,TRUE,0.0114392768569034
"Rgs10","Rgs10",-12.6961975123456,2.97073304430714,0.0165889793312061,0.0165889793312061,8.82525482053839,0.309482320691636,FALSE,-0.0362176467805928
"Rgs18","Rgs18",0.87926185827777,0.178457646076512,0.0260884981105257,0.0260884981105257,0.0318471314431695,0.32507088730487,FALSE,0.0142506065784453
"Rgs22","Rgs22",0.0420694368865032,0.0163397861380149,0.0180902044467385,0.0180902044467385,0.000266988611036062,0,TRUE,0.0111382522868131
"Rhebl1","Rhebl1",-1.01032941267561,0.29508068344608,0.00268886422067769,0.00268886422067769,0.087072609743006,0,TRUE,0.00722584458668063
"Rhno1","Rhno1",-2.21603269390493,0.731234939748582,0.00660535781758144,0.00660535781758144,0.534704537109112,0,TRUE,0.0027435109129792
"Rhob","Rhob",0.423172285487993,0.101126497042461,0.000456893624677012,0.000456893624677012,0.0102265684040788,0,TRUE,0.0125550437628119
"Rhobtb2","Rhobtb2",-1.63855571305556,0.419776277790706,0.00088173347369695,0.00088173347369695,0.17621212339582,3.34045077001932e-17,TRUE,0.00489034467991534
"Rhobtb3","Rhobtb3",0.0593894278228225,0.0246574030659231,0.0257784978898434,0.0257784978898434,0.000607987525955395,0,TRUE,0.0112026412453656
"Rhoq","Rhoq",2.65155182500378,0.347477806310981,2.39953831831908e-07,2.39953831831908e-07,0.120740825878692,0,TRUE,0.0208392881563197
"Rhpn1","Rhpn1",1.79365743846119,0.516221403195267,0.00239171017418727,0.00239171017418727,0.266484537116891,0,TRUE,0.0176499720475021
"Rian","Rian",0.310071107440725,0.0930620954463155,0.00332390798826932,0.00332390798826932,0.00866055360885914,0,TRUE,0.0121345777768691
"Ric3","Ric3",0.270663032472299,0.0601870013017538,0.0278951705589762,0.0278951705589762,0.00362247512569731,0.00123839611502709,FALSE,0.0119880739527551
"Ric8a","Ric8a",7.26788221856,3.06921058260424,0.0280736840428585,0.0280736840428585,9.42005360036987,0,TRUE,0.0380010007385971
"Rims1","Rims1",0.0948564575619469,0.030854252708735,0.00598277147104306,0.00598277147104306,0.000951984910214484,0,TRUE,0.0113344938032718
"Rims2","Rims2",0.0931612093502162,0.0417449474367128,0.0372385626382228,0.0372385626382228,0.00174264063649391,0,TRUE,0.0113281915328352
"Rmnd5b","Rmnd5b",-4.49489751371955,2.05740961190158,0.0409819223215916,0.0409819223215916,4.232934311145,0,TRUE,-0.00572841802566715
"Rnaset2a","Rnaset2a",-0.0812853571478708,0.0211556464567671,0.00101710229636809,0.00101710229636809,0.000447561377003721,0,TRUE,0.0106796673632079
"Rnf11","Rnf11",0.660809393020941,0.178150602434152,0.00138693590184973,0.00138693590184973,0.0317376371476513,0,TRUE,0.0134384856724412
"Rnf115","Rnf115",5.68110424287968,1.25060581523646,0.000198072117570638,0.000198072117570639,1.56401490510324,0,TRUE,0.0321019802550273
"Rnf13","Rnf13",6.65356964031392,1.68981353816034,0.049984966103144,0.049984966103144,2.85546979374996,0.0588579124868427,FALSE,0.0357172266139689
"Rnf130","Rnf130",4.09979188352934,0.709867918993077,0.01205390660194,0.01205390660194,0.503912462415562,0.288938318565806,FALSE,0.0262232787972949
"Rnf145","Rnf145",-8.69550666911669,2.84978892024428,0.00630305959520831,0.00630305959520831,8.12129688994703,0,TRUE,-0.0213446414866298
"Rnf157","Rnf157",2.48088526849663,0.518961589833828,0.000114043123688122,0.000114043123688122,0.269321131722854,0,TRUE,0.0202048165868085
"Rnf167","Rnf167",-17.6930467303666,7.97268571988397,0.0382011375761869,0.0382011375761869,63.5637175880418,0,TRUE,-0.0547939796653356
"Rnf169","Rnf169",1.41647715964329,0.658611954534271,0.0439073480395194,0.0439073480395194,0.433769706655453,0,TRUE,0.0162477631532227
"Rnf17","Rnf17",0.344977978294462,0.0871772477179004,0.000777557436305818,0.000777557436305818,0.00759987251966817,0,TRUE,0.0122643478829199
"Rnf216","Rnf216",5.01990336695001,1.02260526945073,0.0114099958002406,0.0114099958002406,1.0457215371084,0.377840956735665,FALSE,0.029643893761111
"Rnf24","Rnf24",0.284115704828704,0.0853190507013845,0.00333795780265696,0.00333795780265696,0.00727934041258543,0,TRUE,0.012038085731974
"Rnf43","Rnf43",6.62613505616313,1.30846649584433,0.0370115656750803,0.0370115656750803,1.71208457074715,0.0616986296090376,FALSE,0.0356152355500998
"Ror1","Ror1",0.254935685263588,0.0690278259414507,0.00143973555344459,0.00143973555344459,0.00476484075420322,0,TRUE,0.0119296058212597
"Rpa2","Rpa2",2.45286466532533,0.928004712038396,0.0155966706940204,0.0155966706940204,0.861192745565467,0,TRUE,0.0201006469332068
"Rpa3","Rpa3",1.30691440650551,0.439950092770534,0.00755947903465235,0.00755947903465235,0.193556084128801,0,TRUE,0.0158404516484616
"Rpgr","Rpgr",1.41334250419077,0.424554503922013,0.0489415749795522,0.0489415749795522,0.180246526800467,0.259119246146199,FALSE,0.0162361097291099
"Rpia","Rpia",0.286901418213339,0.0897838478846309,0.00454295594907181,0.00454295594907181,0.00806113934097054,0,TRUE,0.0120484419258267
"Rpl10-ps3","Rpl10-ps3",0.0571652273293871,0.0170978253163483,0.00323681035754542,0.00323681035754542,0.00029233563054836,0,TRUE,0.0111943725370325
"Rpl10-ps6","Rpl10-ps6",0.0524262014375513,0.0240780198329241,0.0416015409759272,0.0416015409759272,0.000579751039074686,0,TRUE,0.0111767546905308
"Rpl10a-ps4","Rpl10a-ps4",-0.0296110610927927,0.0101054828733142,0.00827612264058948,0.00827612264058948,0.000102120784102847,0,TRUE,0.010871772204323
"Rpl12-ps1","Rpl12-ps1",-0.0412223478767084,0.0158007829399831,0.0168009535314372,0.0168009535314372,0.00024966474151646,0,TRUE,0.0108286059771454
"Rpl15-ps4","Rpl15-ps4",0.049895380791637,0.0158636120256794,0.00509332225589029,0.00509332225589029,0.000251654186501279,0,TRUE,0.011167346088282
"Rpl17-ps3","Rpl17-ps3",-0.137977980773878,0.0427057243285302,0.00418976841845374,0.00418976841845374,0.00182377889042441,0,TRUE,0.0104689063410848
"Rpl27a-ps1","Rpl27a-ps1",0.064271242682572,0.0264367746255649,0.0245801283062396,0.0245801283062396,0.000698903052602911,0,TRUE,0.0112207899254559
"Rpl32l","Rpl32l",0.158713081893632,0.0303794908830626,4.11260583537295e-05,4.11260583537295e-05,0.000922913466314082,0,TRUE,0.0115718877807014
"Rpl4","Rpl4",-116.202749031149,27.4140741442487,0.000402503360416989,0.000402503360416989,751.531461186364,0,TRUE,-0.421014560369783
"Rpl8","Rpl8",-89.9060498048904,21.3285833567937,0.000425247526897876,0.000425247526897876,454.908468007699,0,TRUE,-0.323253708024032
"Rpp40","Rpp40",-1.22185650755459,0.23660491681316,4.71849391518822e-05,4.71849391518823e-05,0.0559818866601623,4.83945329264882e-16,TRUE,0.00643946950166852
"Rps11-ps2","Rps11-ps2",0.905528382191077,0.256308719980952,0.0490807811158286,0.0490807811158286,0.0656941599382739,0.339052210136425,FALSE,0.0143482552507681
"Rps12-ps24","Rps12-ps24",-0.0316386383745999,0.0119761870134549,0.0156429916476999,0.0156429916476999,0.000143429055381247,0,TRUE,0.0108642344642607
"Rps15-ps3","Rps15-ps3",-0.0420299876371781,0.0137317086856059,0.00616890443384012,0.00616890443384012,0.000188559823426345,0,TRUE,0.0108256034880991
"Rps15a-ps3","Rps15a-ps3",-0.0468158427249626,0.0197497187855572,0.0279294072210901,0.0279294072210901,0.00039005139210859,0,TRUE,0.0108078115489452
"Rps15a-ps6","Rps15a-ps6",-0.118322965996707,0.0533513617320177,0.0383107791914084,0.0383107791914084,0.0028463677986606,0,TRUE,0.010541976005872
"Rps15a-ps7","Rps15a-ps7",-0.121986150544803,0.0568966616821441,0.0445056278204187,0.0445056278204187,0.00323723011057236,0,TRUE,0.0105283577171038
"Rps19-ps4","Rps19-ps4",-0.0896807937662434,0.0374049367472055,0.0263837092904307,0.0263837092904307,0.00139912929306244,0,TRUE,0.0106484564103595
"Rps19-ps5","Rps19-ps5",-0.0567928272275167,0.0253953854454564,0.0368839321794771,0.0368839321794771,0.000644925601923297,0,TRUE,0.0107707210190497
"Rps19-ps6","Rps19-ps6",-0.384989300398268,0.0813700813502844,0.0345439599945146,0.0345439599945146,0.00662109013895189,0.0177822033187567,FALSE,0.00955061477385177
"Rps20","Rps20",-33.4794931964693,3.94537038638463,4.63360491984986e-08,4.63360491984986e-08,15.5659474857608,0,TRUE,-0.113481819107013
"Rps4l","Rps4l",0.986048596922622,0.152159318595638,0.023468580784694,0.023468580784694,0.023152458235489,0.0427127472850325,FALSE,0.014647597946043
"Rps4x-ps","Rps4x-ps",-0.0933373277689933,0.0393308737254065,0.0277732247046607,0.0277732247046607,0.00154691762800387,0,TRUE,0.0106348628457198
"Rps5","Rps5",-73.0857291539326,26.7254668629213,0.0127690919570271,0.0127690919570271,714.250579041102,0,TRUE,-0.26072232834713
"Rps6-ps3","Rps6-ps3",-0.0321197018447826,0.0129676721383151,0.0223051297765275,0.0223051297765275,0.000168160520686834,0,TRUE,0.0108624460582529
"Rps6ka6","Rps6ka6",0.0452152607663639,0.0192236190585494,0.0290251824203253,0.0290251824203253,0.000369547529708223,0,TRUE,0.0111499472307743
"Rpsa-ps12","Rpsa-ps12",-0.0500910207599205,0.0199961395392269,0.0210064295073471,0.0210064295073471,0.000399845596472235,0,TRUE,0.0107956357167796
"Rpsa-ps9","Rpsa-ps9",-0.125568702827112,0.0309053968075314,0.00060714891530268,0.00060714891530268,0.00095514355183097,0,TRUE,0.0105150391875926
"Rpusd2","Rpusd2",-0.532250427047478,0.160128913156838,0.00338548055421286,0.00338548055421286,0.02564126882879,0,TRUE,0.00900315544693164
"Rragc","Rragc",0.807689124039165,0.37137975946119,0.04181423388507,0.04181423388507,0.137922925737451,0,TRUE,0.0139845271194345
"Rrp12","Rrp12",-2.27166791508371,0.518880151430843,0.000290756643973309,0.000290756643973309,0.269236611548895,0,TRUE,0.00253668089997694
"Rsph3b","Rsph3b",0.317624650684817,0.116857377833052,0.0132437502498423,0.0132437502498423,0.0136556467540166,0,TRUE,0.0121626588991202
"Rtkn2","Rtkn2",0.0931283856569676,0.0262704906768783,0.00203191946517388,0.00203191946517388,0.000690138680403948,0,TRUE,0.0113280695071691
"Rtn3","Rtn3",12.6623318859778,3.34670959261595,0.00116653141059867,0.00116653141059867,11.2004650973076,0,TRUE,0.0580554567326943
"Rttn","Rttn",1.41451543198671,0.394579947980698,0.0018523204480194,0.0018523204480194,0.155693335348451,0,TRUE,0.0162404702163363
"Rundc3b","Rundc3b",0.495054190262747,0.176005534476006,0.0107502086811808,0.0107502086811808,0.0309779481661844,0,TRUE,0.0128222725970679
"Runx1t1","Runx1t1",0.101172786216214,0.0404490238980798,0.0211773169688992,0.0211773169688992,0.00163612353430743,0,TRUE,0.0113579754451165
"Runx2","Runx2",6.09448910262423,1.68082552845268,0.0337050010073747,0.0337050010073747,2.82517445709824,0.564329262974176,FALSE,0.0336387836343315
"Runx2os2","Runx2os2",0.0821160628273092,0.0279036061845236,0.00804496878431203,0.00804496878431203,0.000778611238100986,0,TRUE,0.0112871299939292
"Rxfp1","Rxfp1",0.0910736588228089,0.0284765728582919,0.00451476577308487,0.00451476577308487,0.000810915201753606,0,TRUE,0.0113204308356796
"Rxfp2","Rxfp2",0.0586334050510348,0.0171715548337361,0.00274747475197449,0.00274747475197449,0.000294862295408004,0,TRUE,0.0111998306481143
"Ryk","Ryk",0.0731436591495109,0.0328364659057553,0.0375574648971041,0.0375574648971041,0.00107823349317983,0,TRUE,0.0112537741030025
"Ryr3","Ryr3",0.331870355915463,0.101928783743533,0.00395680600940189,0.00395680600940189,0.0103894769554359,0,TRUE,0.0122156188646896
"S100a1","S100a1",1.47549849032839,0.270915699636226,0.0153952788966224,0.0153952788966224,0.0733953163093857,0.197787911601512,FALSE,0.0164671813982546
"S1pr3","S1pr3",0.0686652758476446,0.0295533624714469,0.0308110242772848,0.0308110242772848,0.000873401233368727,0,TRUE,0.0112371252238046
"S1pr5","S1pr5",40.7625812055779,8.64676218609112,0.0137965112291268,0.0137965112291268,74.7664963028153,0.442049740472265,FALSE,0.162521203592249
"Sacm1l","Sacm1l",2.83275052791523,0.665035390835705,0.000383448748263504,0.000383448748263504,0.442272071063999,0,TRUE,0.0215129141307489
"Samd3","Samd3",49.8491253561017,5.2158116558424,0.00747375673670381,0.00747375673670381,27.2046912292214,0.0879766934890938,FALSE,0.196301424196723
"Samd7","Samd7",0.0701864486839888,0.0108163291289148,2.51409366960136e-06,2.51409366960136e-06,0.000116992975825011,0,TRUE,0.0112427803500155
"Saraf","Saraf",-38.6314346102416,10.1492675237013,0.00110607242727439,0.00110607242727439,103.007631267659,0,TRUE,-0.132634724173624
"Saysd1","Saysd1",-1.11103790666439,0.391243087852572,0.0101245865174399,0.0101245865174399,0.153071153792415,0,TRUE,0.00685144975765306
"Scarf1","Scarf1",-0.511147798052753,0.196135252442349,0.0169024303658317,0.0169024303658317,0.0384690372506238,0,TRUE,0.00908160677572845
"Scarf2","Scarf2",0.186434295256824,0.0433967962571301,0.000352108598830302,0.000352108598830302,0.00188328192538286,0,TRUE,0.0116749444199824
"Sccpdh","Sccpdh",1.43897692134429,0.167795256144391,3.91867298732566e-08,3.91867298732566e-08,0.0281552479845619,0,TRUE,0.0163314084754949
"Scd2","Scd2",8.31479091958097,1.93834133133447,0.032577629370776,0.032577629370776,3.75716711675949,0.23267312940163,FALSE,0.0418929982117171
"Scel","Scel",0.0772035396904325,0.0285962287684461,0.0137846081847058,0.0137846081847058,0.000817744299777306,0,TRUE,0.0112688671524643
"Scfd2","Scfd2",2.81862949702331,0.681562967885034,0.000512417214734718,0.000512417214734718,0.464528079192256,0,TRUE,0.0214604176556548
"Scg5","Scg5",-0.374616290270953,0.0767221708225313,9.00343636301958e-05,9.00343636301958e-05,0.00588629149572167,0,TRUE,0.00958917757227429
"Scimp","Scimp",9.41132995260263,2.10643921034453,0.0107016889531792,0.0107016889531792,4.43708614687687,0.696839784092041,FALSE,0.045969501866272
"Scn1a","Scn1a",0.148516695464629,0.0527062796478572,0.0106295064444557,0.0106295064444557,0.00277795191431812,0,TRUE,0.0115339816001736
"Scn2a","Scn2a",0.18830831771879,0.0578470291464731,0.00396245876311214,0.00396245876311214,0.00334627878107291,0,TRUE,0.0116819113032256
"Scn3a","Scn3a",0.0984169521961589,0.04029051408879,0.0239863872253806,0.0239863872253806,0.00162332552553899,0,TRUE,0.0113477303310665
"Scn5a","Scn5a",0.115887195861619,0.0481259582387137,0.0258103779172366,0.0258103779172366,0.00231610785639442,0,TRUE,0.0114126778705552
"Scn9a","Scn9a",0.101857487609945,0.0442650052873075,0.0322748342378055,0.0322748342378055,0.00195939069308536,0,TRUE,0.0113605208973526
"Sdad1","Sdad1",-1.94681848617485,0.530559045389213,0.00152195768940927,0.00152195768940927,0.281492900644313,0,TRUE,0.00374434414245917
"Sdc2","Sdc2",0.104810209123082,0.0362457651349053,0.00902045990397708,0.00902045990397708,0.00131375549021472,0,TRUE,0.0113714979621693
"Sdc4","Sdc4",2.64079615018816,0.581877476632611,0.0191008569327294,0.0191008569327294,0.338581397812335,0.465408641511709,FALSE,0.0207993027601114
"Sdcbp","Sdcbp",37.2562794597565,8.47847138903032,0.000279968083155076,0.000279968083155076,71.8844770946058,0,TRUE,0.149486143780993
"Sdccag8","Sdccag8",1.78444720040027,0.602409012176257,0.00770358123674646,0.00770358123674646,0.362896617951174,0,TRUE,0.0176157319812718
"Sdr9c7","Sdr9c7",0.0791397152799911,0.0290536004320039,0.0130744124851211,0.0130744124851211,0.000844111698062536,0,TRUE,0.0112760650967498
"Sec31b","Sec31b",-0.411277459479228,0.147232412648121,0.011219843695679,0.011219843695679,0.0216773833341865,0,TRUE,0.00945288567042901
"Selenon","Selenon",5.64496772137924,0.882534688551045,0.0488578314678051,0.0488578314678051,0.77886747649589,0.0470532364903195,FALSE,0.031967638788355
"Selplg","Selplg",75.1235856883875,16.2884475561334,0.00016854576826291,0.00016854576826291,265.313523788908,0,TRUE,0.290261991772285
"Sema3e","Sema3e",0.10280568065667,0.0431261545095623,0.0271563227093128,0.0271563227093128,0.00185986520278264,0,TRUE,0.011364045908596
"Sema4c","Sema4c",0.347545672298286,0.06980482725556,0.0238122340822289,0.0238122340822289,0.00487271390817857,0.187978523753226,FALSE,0.0122738935659057
"Sema5a","Sema5a",0.110356756595819,0.0496011229510718,0.0377601271277639,0.0377601271277639,0.00246027139800734,0,TRUE,0.0113921178583718
"Sema6a","Sema6a",0.0987922434332733,0.0452380620836175,0.0410574526198247,0.0410574526198247,0.00204648226108123,0,TRUE,0.0113491255172415
"Septin11","Septin11",36.7345862348771,4.65979953839514,1.46165583734198e-07,1.46165583734198e-07,21.7137317380275,0,TRUE,0.147546692221374
"Septin4","Septin4",3.42808581675894,0.544250358001023,3.78099319818384e-06,3.78099319818384e-06,0.296208452184241,0,TRUE,0.0237261381087133
"Serinc3","Serinc3",98.7802702214599,22.7034573968349,0.0172420284043548,0.0172420284043548,515.446977769897,0.502850795768164,FALSE,0.378208301068714
"Serinc5","Serinc5",0.989128672732053,0.409337772182875,0.025356403578646,0.025356403578646,0.167557411735639,0,TRUE,0.0146590484643694
"Serpina3g","Serpina3g",16.1082506166608,4.459815052286,0.0458912116617794,0.0458912116617794,19.8899503005968,0.250666788179607,FALSE,0.0708660360881965
"Serpina3i","Serpina3i",0.0728267472996526,0.0153379522405374,0.000122910932506215,0.000122910932506215,0.000235252778933006,0,TRUE,0.0112525959485774
"Serpinb1b","Serpinb1b",0.242885238781046,0.0540840934791824,0.000223468872465541,0.000223468872465541,0.00292508916746494,0,TRUE,0.0118848069699231
"Serpinb3a","Serpinb3a",0.0552727168729967,0.0166947608597321,0.00348894401640723,0.00348894401640723,0.000278715040163643,0,TRUE,0.0111873369226498
"Serpinb6b","Serpinb6b",47.7054967712732,4.68052815830025,2.29437540861414e-09,2.29437540861414e-09,21.9073438406416,0,TRUE,0.188332250736493
"Serpinb9","Serpinb9",53.9878865615757,8.95801059895909,0.00527630475651368,0.00527630475651368,80.2459538910633,0.569943977323452,FALSE,0.211687721146822
"Serpinb9b","Serpinb9b",12.030340683293,2.55079719618726,0.0276336449964516,0.0276336449964516,6.50656633607677,0.162383145518275,FALSE,0.055705960390287
"Serpine2","Serpine2",0.518062007049014,0.120229906187819,0.000341663634505091,0.000341663634505091,0.0144552303419319,0,TRUE,0.0129078066696255
"Setbp1","Setbp1",3.24719560838811,0.562690075046774,1.20157260671689e-05,1.20157260671689e-05,0.316620120556144,0,TRUE,0.0230536589964423
"Setd6","Setd6",-1.22121259739882,0.428734150229655,0.00993192726053956,0.00993192726053956,0.183812971573145,0,TRUE,0.00644186330802077
"Sfr1","Sfr1",4.76591288956354,1.5008114986822,0.00475397083442073,0.00475397083442073,2.2524351545767,0,TRUE,0.0286996564124098
"Sfxn3","Sfxn3",6.84803007240254,2.78083579056527,0.0229950590795518,0.0229950590795518,7.73304769408877,0,TRUE,0.0364401545154882
"Sgce","Sgce",0.349536840220943,0.0872179589510163,0.000691092089613929,0.000691092089613929,0.00760697236358116,0,TRUE,0.0122812959501974
"Sh2d1b1","Sh2d1b1",5.32884308878665,1.230423689629,0.0145740560409969,0.0145740560409969,1.51394245600023,0.584342405953566,FALSE,0.030792410929382
"Sh2d1b2","Sh2d1b2",0.130261972769229,0.039374259963927,0.00350886412723326,0.00350886412723326,0.00155033234770691,0,TRUE,0.0114661176741846
"Sh3gl1","Sh3gl1",-9.6502883977449,3.6249893006585,0.0149649349021956,0.0149649349021956,13.1405474298886,0,TRUE,-0.0248941468748058
"Sh3kbp1","Sh3kbp1",-24.8324242426525,7.02312637144016,0.00207559675680331,0.00207559675680331,49.3243040292182,0,TRUE,-0.0813353955599283
"Sh3tc1","Sh3tc1",0.801436933615061,0.194862872436776,0.000540370744753035,0.000540370744753035,0.0379715390543114,0,TRUE,0.0139612839184675
"Shb","Shb",0.0727954913060223,0.0209758646564297,0.00241477120110419,0.00241477120110419,0.000439986898084857,0,TRUE,0.0112524797510063
"Shc3","Shc3",0.0895719963875641,0.0333735710956693,0.0142709846923385,0.0142709846923385,0.0011137952476777,0,TRUE,0.0113148482415171
"Shf","Shf",-0.0760565050020519,0.0295711467246541,0.0181949845902153,0.0181949845902153,0.000874452718611022,0,TRUE,0.0106991061923236
"Shroom2","Shroom2",0.0721370664767226,0.0204129550191268,0.00208486083604678,0.00208486083604678,0.000416688732612895,0,TRUE,0.0112500319847686
"Sik2","Sik2",1.73968945251986,0.448191025058361,0.000927850485395273,0.000927850485395273,0.200875194942865,0,TRUE,0.0174493401636444
"Simc1","Simc1",-2.094932278037,0.603688444251386,0.00241599797779014,0.00241599797779014,0.364439737722659,0,TRUE,0.00319371493945475
"Sirt3","Sirt3",2.15772474874316,0.379113419247495,1.4337221616137e-05,1.43372216161371e-05,0.143726984653527,0,TRUE,0.0190034320486281
"Skap2","Skap2",3.51600275140959,0.68123363647347,0.0181076192170574,0.0181076192170574,0.464079267462868,0.166034481782276,FALSE,0.024052978918395
"Skida1","Skida1",0.0667957951627166,0.0263816705538956,0.0198324338094226,0.0198324338094226,0.000695992541214284,0,TRUE,0.0112301752251138
"Skint6","Skint6",0.0616014685087585,0.0280013389288633,0.0397328602849441,0.0397328602849441,0.000784074981809074,0,TRUE,0.011210864748286
"Skint8","Skint8",0.0724953324129142,0.0329569798604688,0.0397532171852738,0.0397532171852738,0.00108616252152335,0,TRUE,0.0112513638775282
"Slamf6","Slamf6",-19.6032812212489,4.54564586521461,0.000338792644336578,0.000338792644336578,20.6628963319427,0,TRUE,-0.0618954850825033
"Slbp","Slbp",8.31300488250219,1.55706944134471,3.16975254715696e-05,3.16975254715698e-05,2.42446524516954,0,TRUE,0.0418863584237483
"Slc12a7","Slc12a7",-9.31453853190984,4.44062676819689,0.0488541248848571,0.0488541248848571,19.7191660944267,0,TRUE,-0.0236459600671539
"Slc13a4","Slc13a4",0.0885569537467247,0.0270900766150103,0.00384004530392802,0.00384004530392802,0.000733872251007126,0,TRUE,0.0113110747096039
"Slc14a2","Slc14a2",0.0670472226881301,0.0195329270943276,0.0026359161180705,0.0026359161180705,0.000381535240872316,0,TRUE,0.0112311099344082
"Slc15a4","Slc15a4",1.67004714095494,0.614697681056286,0.0132784813650888,0.0132784813650888,0.377853239095976,0,TRUE,0.0171904372618261
"Slc16a4","Slc16a4",0.342208518875575,0.109998814855796,0.00550551110455095,0.00550551110455095,0.0120997392696796,0,TRUE,0.0122540521149612
"Slc16a7","Slc16a7",0.307080098661438,0.0726432353085264,0.000413530981744876,0.000413530981744876,0.00527703963608993,0,TRUE,0.0121234583749579
"Slc18a1","Slc18a1",0.141922244665739,0.0571760045080094,0.0220551241102891,0.0220551241102891,0.00326909549149992,0,TRUE,0.0115094660088704
"Slc19a1","Slc19a1",-1.7648959768784,0.670048734702734,0.0159108558523963,0.0159108558523963,0.448965306876735,0,TRUE,0.0044206609462023
"Slc22a21","Slc22a21",0.172053929295846,0.0544323168447703,0.00491561396993098,0.00491561396993098,0.00296287711708947,0,TRUE,0.0116214838384359
"Slc24a2","Slc24a2",0.174858671295774,0.0630321322025848,0.011707472531449,0.011707472531449,0.00397304969000412,0,TRUE,0.0116319107732443
"Slc25a24","Slc25a24",10.1234536297112,1.11999782410633,0.00515590279557778,0.00515590279557778,1.25439512600291,0.0571733942145552,FALSE,0.0486168994369987
